cod_client,cod_product,date_sales,qty_product,sale_value
55168,8348,20190220,192.0,48.16
55168,4456,20190220,192.0,109536
55168,24360,20190220,384.0,190176
8848,3620,20190220,960.0,156576
8848,3624,20190220,1920.0,44576
8848,3652,20190220,3072.0,87136
8848,5324,20190220,1536.0,89376
8848,3624,20190220,3840.0,44576
124112,9824,20190220,96.0,73696
124112,23992,20190220,96.0,64736
124112,3640,20190220,96.0,75936
124112,5316,20190220,96.0,80416
124112,3624,20190220,192.0,46816
124112,24028,20190220,64.0,152096
124112,24368,20190220,32.0,182.56
109696,8288,20190222,32.0,58016
45216,4464,20190220,96.0,109536
45216,4456,20190220,96.0,109536
45216,4460,20190220,96.0,109536
45216,24004,20190220,960.0,42336
45216,9756,20190220,1200.0,84896
45216,9784,20190220,96.0,51296
45216,8252,20190220,320.0,53984
45216,24360,20190220,96.0,190176
45216,24380,20190220,96.0,190176
45216,24364,20190220,96.0,190176
45216,24312,20190220,48.0,60256
45216,24308,20190220,48.0,60256
45216,24304,20190220,48.0,60256
45216,24340,20190220,48.0,105056
63808,24344,20190220,96.0,111776
63808,24360,20190220,96.0,190176
63808,2172,20190220,480.0,44576
63808,3584,20190220,96.0,170.24
63808,3596,20190220,96.0,170.24
63808,3604,20190220,48.0,424.48
63808,3612,20190220,48.0,424.48
63808,23964,20190220,384.0,31136
63808,3448,20190220,96.0,111776
70656,24348,20190220,32.0,105056
70656,24344,20190220,16.0,111776
70656,2380,20190220,192.0,66976
70656,2128,20190220,96.0,28896
70656,10256,20190220,96.0,80416
70656,2472,20190220,96.0,141.12
41648,9756,20190220,240.0,96096
41648,8208,20190220,96.0,35616
41648,8224,20190220,96.0,35616
41648,24196,20190220,32.0,173376
41648,24340,20190220,96.0,105056
41648,24368,20190220,96.0,182.56
11344,24360,20190220,384.0,190176
129824,24036,20190220,192.0,158816
129824,18344,20190220,32.0,170.24
129824,4456,20190220,80.0,111776
129824,4460,20190220,80.0,111776
127360,2128,20190220,96.0,31136
127360,4464,20190220,32.0,111776
127360,4456,20190220,32.0,111776
127360,4460,20190220,32.0,111776
127360,17408,20190220,16.0,116928
66480,2348,20190220,192.0,95.2
66480,2128,20190220,96.0,31136
66480,2324,20190220,96.0,33376
66480,2172,20190220,96.0,46816
66480,4464,20190220,64.0,111776
66480,4456,20190220,64.0,111776
66480,4460,20190220,64.0,111776
66480,3632,20190220,96.0,91616
66480,3636,20190220,96.0,91616
66480,3640,20190220,96.0,78176
22640,2356,20190220,128.0,102816
22640,2348,20190220,192.0,95.2
22640,9824,20190220,96.0,75936
22640,8444,20190220,48.0,25.76
22640,8456,20190220,96.0,33376
22640,2116,20190220,96.0,44576
22640,5604,20190220,48.0,69216
22640,8432,20190220,48.0,31136
22640,2260,20190220,48.0,75936
22640,9768,20190220,48.0,100576
22640,8436,20190220,48.0,95.2
22640,2268,20190220,48.0,47712
22640,2412,20190220,48.0,86.24
22640,2400,20190220,64.0,58016
22640,9784,20190220,96.0,53536
22640,8292,20190220,96.0,60256
22640,4464,20190220,48.0,111776
22640,10256,20190220,96.0,82656
22640,24020,20190220,48.0,156576
22640,9820,20190220,16.0,356.16
22640,8332,20190220,32.0,44576
22640,8348,20190220,32.0,44576
22640,8388,20190220,32.0,105056
14944,2144,20190220,80.0,1464.96
14944,2156,20190220,48.0,1400.0
23616,2468,20190220,384.0,87136
23616,2116,20190220,768.0,44576
23616,2128,20190220,1152.0,31136
23616,2140,20190220,320.0,35392
23616,2152,20190220,384.0,73696
23616,2160,20190220,768.0,87136
23616,2448,20190220,192.0,69216
23616,2172,20190220,480.0,46816
23616,2176,20190220,192.0,236992
23616,2208,20190220,480.0,52.64
23616,2232,20190220,384.0,72.8
23616,2240,20190220,384.0,111776
23616,2260,20190220,384.0,75936
23616,2324,20190220,640.0,33376
23616,2328,20190220,192.0,136416
23616,8452,20190220,384.0,36.96
23616,2348,20190220,576.0,95.2
23616,2396,20190220,960.0,28896
23616,4464,20190220,192.0,111776
23616,4460,20190220,192.0,111776
23616,8288,20190220,720.0,60256
23616,8292,20190220,720.0,60256
23616,3604,20190220,160.0,425376
23616,3600,20190220,160.0,308896
23616,3608,20190220,160.0,308896
23616,3612,20190220,160.0,425376
64032,2348,20190220,192.0,95.2
64032,24068,20190220,192.0,34.72
64032,9824,20190220,128.0,75936
64032,8444,20190220,160.0,25.76
64032,3652,20190220,384.0,89376
64032,24020,20190220,192.0,158816
64032,8324,20190220,192.0,48.16
64032,1728,20190220,192.0,37856
64032,9768,20190220,96.0,100576
64032,3612,20190220,160.0,424.48
64032,3604,20190220,160.0,424.48
64032,8200,20190220,16.0,844.48
109488,9756,20190222,32.0,96096
109488,2440,20190222,16.0,133728
109488,24020,20190222,16.0,156576
6128,2172,20190220,1440.0,46816
6128,4456,20190220,192.0,111776
6128,2148,20190220,576.0,106.4
6128,2160,20190220,384.0,87136
6128,2324,20190220,640.0,33376
6128,2176,20190220,192.0,236992
6128,3588,20190220,800.0,131.04
6128,10256,20190220,864.0,82656
6128,3592,20190220,800.0,131.04
6128,3596,20190220,400.0,172.48
6128,10252,20190220,192.0,151.2
6128,4460,20190220,384.0,111776
6128,9768,20190220,640.0,100576
6128,2140,20190220,640.0,35392
6128,2128,20190220,1536.0,31136
6128,18020,20190220,384.0,84896
6128,18004,20190220,384.0,102816
6128,18008,20190220,768.0,55776
6128,2328,20190220,96.0,136416
6128,2396,20190220,480.0,28896
6128,3584,20190220,400.0,172.48
6128,8288,20190220,1200.0,60256
6128,8292,20190220,480.0,60256
6128,3628,20190220,1152.0,114016
6128,3632,20190220,1152.0,89376
6128,3652,20190220,1152.0,89376
6128,3660,20190220,768.0,89376
6128,11600,20190220,384.0,84896
6128,3624,20190220,768.0,49056
117248,2208,20190220,192.0,50.4
117248,4464,20190220,32.0,109536
117248,4456,20190220,32.0,109536
117248,17668,20190220,192.0,37408
117248,4460,20190220,32.0,109536
117248,24020,20190220,48.0,156576
117248,9756,20190220,96.0,96096
117248,10256,20190220,128.0,80416
117248,18000,20190220,64.0,62496
117248,17996,20190220,96.0,37856
117248,17940,20190220,192.0,26656
117248,23244,20190220,96.0,19936
43392,3584,20190221,96.0,170.24
43392,3592,20190221,96.0,128.8
43392,3588,20190221,96.0,128.8
43392,17996,20190221,96.0,33376
43392,9764,20190221,96.0,140.0
43392,2324,20190221,96.0,40096
43392,2412,20190221,96.0,84.0
43392,5348,20190221,48.0,32.48
43392,8348,20190221,192.0,48.16
43392,8448,20190221,48.0,34.72
43392,8452,20190221,48.0,34.72
16256,2168,20190221,48.0,496832
16256,2176,20190221,96.0,236.99424
16256,2172,20190221,480.0,46816
83664,24360,20190221,192.0,190176
83664,24344,20190221,192.0,107296
121712,8272,20190221,96.0,33376
121712,1728,20190221,96.0,35616
121712,3584,20190221,48.0,170.24
121712,3640,20190221,48.0,75936
121712,23132,20190221,48.0,107296
121712,24360,20190221,48.0,190176
121712,24352,20190221,64.0,98336
121712,24344,20190221,64.0,107296
29936,8368,20190221,16.0,342.72
29936,2128,20190221,96.0,28896
29936,9824,20190221,96.0,73696
29936,2348,20190221,192.0,92.96
29936,2380,20190221,192.0,66976
29936,2324,20190221,192.0,40096
29936,2240,20190221,96.0,109536
29936,2160,20190221,96.0,84896
29936,23132,20190221,80.0,107296
29936,16760,20190221,32.0,221.76
29936,16776,20190221,32.0,250.88
29936,4464,20190221,64.0,109536
58736,3624,20190221,768.0,44576
58736,1724,20190221,192.0,64736
58736,2152,20190221,192.0,71456
58736,2232,20190221,192.0,70.56
58736,2140,20190221,48.0,35616
58736,8440,20190221,48.0,26656
58736,8444,20190221,48.0,26656
58736,2324,20190221,192.0,40096
58736,9824,20190221,96.0,73696
58736,2116,20190221,96.0,42336
58736,2372,20190221,48.0,75936
58736,8448,20190221,48.0,34.72
58736,8452,20190221,48.0,34.72
58736,2128,20190221,384.0,28896
58736,3656,20190221,96.0,55776
58736,3632,20190221,96.0,89376
58736,24036,20190221,192.0,156576
6048,24008,20190221,240.0,347.2
6048,24016,20190221,240.0,230.72
6048,8264,20190221,240.0,91616
6048,4464,20190221,192.0,111776
6048,4456,20190221,192.0,111776
6048,4460,20190221,192.0,111776
6048,8324,20190221,192.0,50.4
6048,8332,20190221,192.0,50.4
6048,23996,20190221,192.0,80416
6048,8388,20190221,384.0,105056
6048,17996,20190221,512.0,37856
6048,2396,20190221,480.0,28896
6800,2348,20190221,384.0,92.96
6800,2380,20190221,192.0,66976
6800,8440,20190221,96.0,23.52
6800,9824,20190221,96.0,73696
6800,2268,20190221,96.0,45472
6800,5348,20190221,96.0,32.48
6800,2412,20190221,96.0,84.0
6800,8444,20190221,96.0,23.52
6800,2324,20190221,192.0,31136
6800,2472,20190221,32.0,141.12
6800,2440,20190221,32.0,133728
6800,8264,20190221,240.0,89376
6800,6012,20190221,96.0,69216
6800,11144,20190221,96.0,96096
6800,17944,20190221,96.0,28896
6800,4460,20190221,96.0,109536
6800,4456,20190221,96.0,109536
6800,4464,20190221,96.0,109536
6800,2128,20190221,384.0,28896
6800,2140,20190221,192.0,33152
6800,9768,20190221,96.0,98336
6800,18004,20190221,192.0,111776
6800,8220,20190221,192.0,42336
6800,8292,20190221,480.0,58016
6800,3520,20190221,240.0,44576
6800,2316,20190221,192.0,31136
6800,2252,20190221,192.0,60256
6800,8276,20190221,192.0,41.44
6800,2288,20190221,16.0,2475.2
6800,2148,20190221,96.0,104.16
6800,8448,20190221,96.0,34.72
54656,24388,20190221,192.0,300.16
54656,17992,20190221,384.0,46816
54656,17972,20190221,384.0,66976
54592,2256,20190221,192.0,64736
54592,18000,20190221,96.0,58016
54592,6520,20190221,400.0,59584
54592,6508,20190221,400.0,50.4
54592,6512,20190221,400.0,50.4
54592,6516,20190221,400.0,59584
54592,23148,20190221,1280.0,100576
54592,23180,20190221,960.0,230.72
54592,23176,20190221,1280.0,75.04
28592,8220,20190221,384.0,44576
28592,24004,20190221,960.0,40096
28592,3608,20190221,160.0,306656
28592,3600,20190221,320.0,306656
28592,3604,20190221,320.0,424.48
28592,4460,20190221,384.0,109536
28592,4456,20190221,384.0,109536
28592,4464,20190221,384.0,109536
28592,18008,20190221,384.0,53536
28592,17996,20190221,1024.0,33376
28592,8328,20190221,96.0,127456
28592,8336,20190221,96.0,127456
28592,8352,20190221,96.0,127456
28592,9820,20190221,192.0,400.96
28592,2472,20190221,192.0,141.12
28592,9828,20190221,192.0,149856
28592,8388,20190221,384.0,102816
28592,8260,20190221,192.0,122976
28592,2328,20190221,192.0,134176
28592,2132,20190221,256.0,122.08
28592,2176,20190221,96.0,234752
28592,2396,20190221,480.0,26656
28592,2128,20190221,384.0,28896
28592,2140,20190221,320.0,33152
28592,2292,20190221,384.0,84896
28592,2116,20190221,384.0,56.0
28592,8424,20190221,384.0,31136
28592,24340,20190221,96.0,98336
28592,24364,20190221,480.0,156576
28592,24376,20190221,320.0,167776
28592,24360,20190221,960.0,190176
43088,8232,20190221,384.0,53536
43088,8240,20190221,384.0,53536
43088,17996,20190221,512.0,40096
43088,4460,20190221,192.0,109536
43088,4456,20190221,192.0,109536
43088,4464,20190221,192.0,109536
43088,24360,20190221,192.0,190176
43088,8424,20190221,384.0,31136
43088,2148,20190221,576.0,104.16
43088,2444,20190221,384.0,60256
43088,2128,20190221,384.0,28896
43088,2324,20190221,320.0,31136
43088,2140,20190221,320.0,33152
28624,2128,20190221,384.0,28896
28624,2116,20190221,192.0,42336
28624,2292,20190221,192.0,84896
28624,6516,20190221,400.0,59584
28624,6512,20190221,400.0,50.4
28624,6508,20190221,400.0,50.4
28624,6520,20190221,400.0,59584
31200,8224,20190221,384.0,46816
31200,9756,20190221,1200.0,89.37824
65248,2192,20190221,240.0,29344
65248,2324,20190221,320.0,31136
65248,2300,20190221,192.0,100576
65248,2252,20190221,192.0,60256
65248,8292,20190221,480.0,58016
65248,9756,20190221,240.0,96096
65248,3652,20190221,384.0,87136
65248,3628,20190221,384.0,114016
65248,11652,20190221,400.0,19936
65248,11644,20190221,400.0,19936
6816,2440,20190221,48.0,133728
6816,9756,20190221,240.0,96096
6816,24012,20190221,48.0,158816
6816,17992,20190221,96.0,46816
6816,4456,20190221,192.0,109536
6816,4460,20190221,192.0,109536
6816,2348,20190221,192.0,92.96
6816,2152,20190221,192.0,71456
6816,9824,20190221,192.0,73696
6816,2128,20190221,192.0,31136
6816,2396,20190221,192.0,28896
6816,2192,20190221,192.0,29344
6816,10256,20190221,288.0,80416
86384,24348,20190221,96.0,95.2
86384,24340,20190221,96.0,109536
13184,24388,20190221,384.0,300.16
35648,23124,20190222,160.0,92.96
28640,16760,20190221,160.0,221.76
28640,16776,20190221,128.0,250.88
28640,18172,20190221,96.0,669.76
28640,17720,20190221,64.0,750.4
28640,4460,20190221,384.0,109536
28640,4464,20190221,192.0,109536
28640,23964,20190221,384.0,31136
28640,17948,20190221,384.0,28896
28640,17940,20190221,1920.0,25.76
28640,18204,20190221,384.0,28896
28640,18760,20190221,192.0,96096
28640,17944,20190221,384.0,28896
28640,2440,20190221,96.0,133728
28640,8292,20190221,480.0,58016
28640,2176,20190221,192.0,234752
28640,2328,20190221,192.0,134176
28640,2128,20190221,1152.0,28896
28640,2396,20190221,1440.0,26656
28640,8240,20190221,192.0,42336
28640,8220,20190221,192.0,42336
28640,2160,20190221,384.0,84896
28640,2152,20190221,192.0,71456
28640,2140,20190221,320.0,33152
28640,2116,20190221,384.0,42336
28640,6520,20190221,800.0,59584
28640,6508,20190221,800.0,50.4
28640,6512,20190221,800.0,50.4
28640,24004,20190221,1920.0,40096
28640,24076,20190221,192.0,106176
28640,2400,20190221,96.0,55776
28640,18000,20190221,384.0,58016
28640,17996,20190221,512.0,33376
28640,24008,20190221,240.0,347.2
28640,24020,20190221,192.0,156576
28640,2164,20190221,256.0,221.76
28640,24040,20190221,96.0,140896
28640,8352,20190221,96.0,116256
28640,8328,20190221,96.0,116256
28640,8260,20190221,192.0,122976
28640,8372,20190221,192.0,134176
28640,2196,20190221,256.0,99.68
28640,2204,20190221,480.0,75.04
28640,2260,20190221,384.0,73696
28640,24000,20190221,96.0,33376
28640,24316,20190221,16.0,424704
28640,24332,20190221,16.0,424704
28640,24320,20190221,16.0,424704
28640,24324,20190221,16.0,424704
28640,24328,20190221,16.0,424704
28640,24348,20190221,96.0,95.2
28640,24368,20190221,160.0,182.56
28640,24392,20190221,96.0,201376
28640,24376,20190221,160.0,167776
28640,24372,20190221,160.0,182.56
28640,24364,20190221,160.0,156576
28640,24380,20190221,160.0,190176
28640,24396,20190221,96.0,340.48
28640,24340,20190221,96.0,98336
28640,24284,20190221,96.0,140896
28640,24292,20190221,96.0,114016
28640,24360,20190221,1152.0,190176
125376,2252,20190221,384.0,64736
125376,2348,20190221,384.0,92.96
125376,2388,20190221,384.0,75936
125376,2324,20190221,320.0,31136
125376,8440,20190221,96.0,23.52
125376,8232,20190221,192.0,42336
125376,8240,20190221,192.0,42336
125376,8220,20190221,192.0,42336
125376,10252,20190221,192.0,148.96
125376,2128,20190221,384.0,28896
125376,2192,20190221,480.0,29344
125376,2120,20190221,192.0,82656
125376,3608,20190221,160.0,306656
125376,23184,20190221,192.0,87136
125376,24364,20190221,320.0,156576
125376,24348,20190221,48.0,95.2
125376,24344,20190221,16.0,107296
14944,2412,20190222,384.0,84.0
14944,4464,20190222,96.0,109536
14944,4460,20190222,96.0,109536
14944,8240,20190222,384.0,42336
14944,2160,20190222,768.0,84896
14944,8448,20190222,384.0,34.72
14944,2132,20190222,32.0,122.08
14944,2328,20190222,96.0,134176
14944,2188,20190222,48.0,196224
82960,2324,20190222,320.0,33376
82960,17668,20190222,320.0,33376
7104,2200,20190222,192.0,55776
7104,1724,20190222,192.0,66976
7104,5348,20190222,192.0,34.72
7104,2268,20190222,96.0,47712
7104,2412,20190222,96.0,86.24
7104,2120,20190222,96.0,71456
7104,2172,20190222,480.0,46816
7104,3636,20190222,96.0,89376
7104,3652,20190222,192.0,89376
7104,5324,20190222,96.0,89376
128400,2160,20190222,384.0,84896
128400,2240,20190222,192.0,109536
128400,2372,20190222,192.0,75936
128400,2128,20190222,384.0,28896
128400,2396,20190222,192.0,26656
128400,2324,20190222,320.0,40096
7632,2420,20190222,384.0,72.8
7632,24040,20190222,384.0,140896
7632,9756,20190222,1200.0,89376
7632,23992,20190222,192.0,64736
126800,8368,20190222,32.0,342.72
126800,2352,20190222,16.0,1704.64
126800,8308,20190222,32.0,311.36
126800,2192,20190222,480.0,29344
126800,2160,20190222,192.0,84896
126800,2140,20190222,320.0,35616
126800,2116,20190222,192.0,42336
126800,8424,20190222,384.0,31136
126800,8444,20190222,192.0,23.52
126800,2128,20190222,384.0,28896
126800,4460,20190222,192.0,109536
126800,24312,20190222,96.0,60256
126800,24308,20190222,96.0,60256
126800,24304,20190222,96.0,60256
126800,24360,20190222,192.0,190176
23472,3612,20190225,160.0,424.48
23472,2240,20190225,384.0,109536
23472,8424,20190225,384.0,31136
23472,2468,20190225,384.0,84896
23472,2120,20190225,384.0,69216
23472,2116,20190225,384.0,56.0
23472,2128,20190225,384.0,28896
23472,2140,20190225,320.0,33152
23472,2148,20190225,576.0,104.16
23472,2160,20190225,384.0,84896
23472,9824,20190225,768.0,73696
23472,9760,20190225,384.0,40096
23472,2172,20190225,480.0,44576
23472,2192,20190225,480.0,29344
23472,2260,20190225,384.0,73696
23472,5604,20190225,320.0,66976
23472,8440,20190225,384.0,23.52
23472,8444,20190225,384.0,23.52
23472,5600,20190225,320.0,62496
23472,2292,20190225,384.0,84896
23472,2308,20190225,256.0,129696
23472,2324,20190225,640.0,31136
23472,2328,20190225,96.0,134176
23472,2396,20190225,480.0,26656
23472,8456,20190225,384.0,31136
23472,2152,20190225,384.0,71456
23472,2364,20190225,192.0,66976
23472,23992,20190225,192.0,64736
23472,23984,20190225,192.0,64736
23472,2256,20190225,192.0,54.88
23472,2452,20190225,192.0,54.88
23472,23960,20190225,384.0,37856
23472,17972,20190225,384.0,66976
23472,2196,20190225,128.0,99.68
23472,24296,20190225,96.0,349.44
23472,24300,20190225,96.0,356.16
91456,3652,20190225,384.0,87136
91456,5316,20190225,192.0,80416
91456,7416,20190225,96.0,86912
91456,23140,20190225,768.0,48.16
72432,10256,20190225,96.0,80416
72432,10252,20190225,96.0,148.96
72432,8348,20190225,96.0,48.16
72432,23132,20190225,96.0,111776
72432,3620,20190225,192.0,183.68
39664,24360,20190225,64.0,190176
39664,24284,20190225,48.0,140896
39664,24280,20190225,48.0,129696
39664,4572,20190225,192.0,89376
39664,4564,20190225,192.0,60256
39664,8332,20190225,96.0,48.16
39664,3612,20190225,160.0,424.48
39664,3640,20190225,384.0,75936
39664,17668,20190225,512.0,37408
58304,14548,20190225,160.0,58016
58304,9756,20190225,240.0,96096
58304,2380,20190225,192.0,66976
58304,4464,20190225,64.0,109536
58304,4456,20190225,64.0,109536
58304,4460,20190225,64.0,109536
73312,4464,20190225,96.0,109536
73312,4456,20190225,96.0,109536
73312,4460,20190225,96.0,109536
73312,23132,20190225,160.0,111776
73312,9784,20190225,192.0,51296
73312,2396,20190225,240.0,26656
73312,2128,20190225,192.0,28896
73312,2172,20190225,480.0,44576
73312,17996,20190225,192.0,37856
73312,24224,20190225,512.0,37408
73312,8332,20190225,96.0,48.16
73312,8348,20190225,96.0,48.16
73312,3596,20190225,96.0,170.24
73312,3584,20190225,96.0,170.24
73312,21848,20190225,16.0,232.96
73312,18344,20190225,16.0,156576
73312,17380,20190225,16.0,221.76
73312,24220,20190225,32.0,106.4
73312,24136,20190225,32.0,164.64
38016,23140,20190225,768.0,48.16
38016,23136,20190225,1440.0,22176
38016,23184,20190225,960.0,87136
38016,23164,20190225,1536.0,273.28
38016,23168,20190225,640.0,215.04
38016,23160,20190225,512.0,110.88
38016,3632,20190225,384.0,89376
38016,3640,20190225,384.0,75936
38016,23576,20190225,320.0,100576
38016,23112,20190225,160.0,288.96
38016,4460,20190225,192.0,109536
38016,10252,20190225,192.0,148.96
38016,24020,20190225,192.0,160832
38016,9756,20190225,720.0,91.61824
38016,24012,20190225,80.0,158816
38016,24016,20190225,80.0,228.48
38016,8348,20190225,192.0,48.16
38016,24004,20190225,960.0,42336
38016,17940,20190225,1920.0,26656
38016,23960,20190225,384.0,37856
38016,23132,20190225,640.0,111776
38016,24224,20190225,1024.0,35616
38016,17668,20190225,1024.0,35616
38016,11564,20190225,96.0,98336
38016,11652,20190225,800.0,19936
38016,11648,20190225,800.0,19936
38016,11644,20190225,1600.0,19936
38016,8272,20190225,192.0,33376
38016,24312,20190225,64.0,60256
38016,24308,20190225,64.0,60256
38016,24304,20190225,64.0,60256
38016,18344,20190225,96.0,156576
38016,18304,20190225,160.0,156576
38016,18692,20190225,160.0,156576
38016,17380,20190225,96.0,221.76
38016,23312,20190225,320.0,58016
38016,17636,20190225,16.0,862.4
38016,23820,20190225,16.0,952.0
38016,23808,20190225,16.0,952.0
38016,23812,20190225,16.0,952.0
38016,24316,20190225,16.0,424704
38016,24332,20190225,16.0,424704
38016,24320,20190225,16.0,424704
38016,24324,20190225,16.0,424704
38016,24328,20190225,16.0,424704
38016,11608,20190225,32.0,114688
38016,24204,20190225,32.0,114688
38016,9956,20190225,32.0,114688
38016,24208,20190225,32.0,114688
38016,17408,20190225,32.0,114688
38016,9948,20190225,32.0,114688
38016,9952,20190225,32.0,114688
38016,11112,20190225,80.0,154.56
38016,18176,20190225,80.0,154.56
38016,23984,20190225,192.0,64736
38016,23992,20190225,192.0,64736
38016,23980,20190225,192.0,64736
6832,23748,20190225,3840.0,37856
6832,3624,20190225,768.0,44576
6832,3620,20190225,960.0,173.6
38016,23900,20190225,512.0,167776
38016,23168,20190225,512.0,215.04
38016,9784,20190225,192.0,51296
38016,2376,20190225,384.0,57.12
38016,2392,20190225,384.0,52.64
38016,8252,20190225,320.0,53984
38016,2128,20190225,384.0,31136
38016,2396,20190225,480.0,26656
38016,10252,20190225,192.0,148.96
38016,10256,20190225,288.0,80416
38016,4460,20190225,192.0,109536
38016,8232,20190225,384.0,42336
38016,6512,20190225,400.0,50.4
38016,23112,20190225,160.0,288.96
38016,23140,20190225,768.0,48.16
38016,23920,20190225,1152.0,82656
38016,23164,20190225,768.0,273.28
38016,23160,20190225,1024.0,110.88
38016,23572,20190225,160.0,244.16
38016,17956,20190225,768.0,33376
38016,17940,20190225,1152.0,26656
38016,3640,20190225,384.0,75936
38016,5316,20190225,384.0,80416
38016,23132,20190225,160.0,111776
38016,17992,20190225,384.0,46816
38016,24224,20190225,1024.0,35616
38016,17664,20190225,1024.0,35616
38016,17668,20190225,512.0,35616
38016,24312,20190225,64.0,60256
38016,24308,20190225,64.0,60256
38016,24304,20190225,64.0,60256
38016,18344,20190225,96.0,156576
38016,18304,20190225,96.0,156576
38016,18692,20190225,80.0,156576
38016,23564,20190225,96.0,199.36
38016,23316,20190225,240.0,58016
38016,23556,20190225,320.0,58016
38016,23516,20190225,256.0,58016
38016,24216,20190225,320.0,44576
38016,24200,20190225,64.0,152768
38016,9944,20190225,64.0,152768
38016,9936,20190225,64.0,152768
38016,17636,20190225,16.0,862.4
38016,23952,20190225,80.0,154.56
38016,24164,20190225,96.0,154.56
38016,23948,20190225,96.0,185.92
38016,11236,20190225,96.0,176.96
38016,11112,20190225,64.0,154.56
38016,18176,20190225,64.0,154.56
38016,23180,20190225,384.0,230.72
38016,11652,20190225,800.0,19936
38016,11648,20190225,800.0,19936
38016,11644,20190225,800.0,19936
38016,23992,20190225,192.0,64736
38016,23984,20190225,192.0,64736
107616,2116,20190225,96.0,42336
107616,2152,20190225,192.0,71456
107616,2284,20190225,192.0,73696
107616,2232,20190225,192.0,70.56
107616,3640,20190225,192.0,75936
107616,3652,20190225,192.0,87136
107616,2128,20190225,384.0,28896
107616,2396,20190225,480.0,26656
107616,6524,20190225,96.0,64736
107616,23280,20190225,96.0,61.6
107616,23800,20190225,16.0,199.36
107616,23804,20190225,16.0,288.96
124848,11144,20190226,1152.0,92512
109696,15128,20190301,32.0,100.8
28176,8332,20190226,96.0,48.16
28176,2152,20190226,192.0,71456
28176,2192,20190226,192.0,29344
28176,2444,20190226,96.0,60256
28176,8440,20190226,192.0,23.52
28176,8264,20190226,96.0,89376
28176,9764,20190226,96.0,140.0
28176,10256,20190226,288.0,80416
28176,4464,20190226,96.0,109536
28176,4456,20190226,96.0,109536
28176,2140,20190226,192.0,33152
28176,2116,20190226,192.0,42336
28176,2128,20190226,384.0,28896
28160,8260,20190226,192.0,122976
28160,24040,20190226,384.0,140896
28160,18000,20190226,384.0,58016
28160,2128,20190226,384.0,28896
28160,2132,20190226,128.0,122.08
28160,24360,20190226,192.0,190176
37248,2116,20190226,384.0,42336
37248,2128,20190226,384.0,28896
37248,2192,20190226,480.0,29344
37248,2284,20190226,192.0,73696
37248,2300,20190226,192.0,100576
37248,1724,20190226,192.0,64736
37248,2148,20190226,576.0,104.16
37248,2324,20190226,320.0,40096
37248,8428,20190226,192.0,25984
37248,8456,20190226,192.0,31136
37248,2444,20190226,192.0,60256
37248,2248,20190226,192.0,36.96
37248,2252,20190226,192.0,60256
37248,2260,20190226,192.0,73696
37248,2232,20190226,192.0,70.56
37248,2240,20190226,192.0,109536
37248,2140,20190226,192.0,33152
37248,3028,20190226,192.0,81088
37248,2104,20190226,192.0,43.68
37248,2172,20190226,240.0,44576
37248,2176,20190226,96.0,234752
37248,9756,20190226,480.0,87136
37248,2412,20190226,192.0,84.0
37248,2120,20190226,192.0,69216
37248,2268,20190226,192.0,45472
37248,2400,20190226,192.0,55776
37248,5604,20190226,160.0,66976
46448,2440,20190226,192.0,133728
46448,9764,20190226,64.0,140.0
46448,2472,20190226,64.0,141.12
46448,8192,20190226,96.0,55776
46448,11568,20190226,128.0,84896
46448,6644,20190226,192.0,44576
46448,24016,20190226,48.0,228.48
46448,2240,20190226,192.0,109536
48352,3596,20190226,400.0,170.24
48352,3588,20190226,400.0,128.8
48352,8240,20190226,384.0,42336
48352,4460,20190226,384.0,109536
48352,4464,20190226,192.0,109536
48352,4456,20190226,384.0,109536
48352,3592,20190226,400.0,128.8
48352,6520,20190226,400.0,59584
48352,6508,20190226,400.0,50.4
48352,6512,20190226,400.0,50.4
48352,6516,20190226,400.0,59584
48352,17956,20190226,384.0,33376
48352,18004,20190226,384.0,111776
48352,17996,20190226,512.0,33376
48352,18000,20190226,384.0,62496
48352,17972,20190226,384.0,66976
48352,23964,20190226,768.0,28896
48352,17948,20190226,768.0,28896
48352,17944,20190226,384.0,28896
48352,17940,20190226,384.0,26656
16544,9768,20190226,192.0,98336
16544,10256,20190226,96.0,80416
16544,2160,20190226,96.0,84896
16544,8324,20190226,48.0,48.16
87776,4464,20190226,192.0,109536
87776,4456,20190226,192.0,109536
87776,4460,20190226,192.0,109536
87776,2148,20190226,576.0,104.16
87776,2128,20190226,384.0,28896
87776,2332,20190226,192.0,92.96
87776,9756,20190226,240.0,96096
87776,18004,20190226,96.0,111776
87792,4464,20190226,64.0,109536
87792,4456,20190226,64.0,109536
87792,4460,20190226,64.0,109536
87792,8328,20190226,48.0,116256
87792,2128,20190226,192.0,28896
87792,9824,20190226,96.0,73696
90352,4464,20190226,48.0,109536
90352,4456,20190226,48.0,109536
90352,2192,20190226,480.0,31136
90352,2324,20190226,96.0,42336
90352,2348,20190226,192.0,93856
90352,2172,20190226,192.0,44576
46656,2348,20190226,192.0,93856
46656,2324,20190226,96.0,44576
46656,2468,20190226,96.0,87136
46656,9756,20190226,240.0,96096
18512,2380,20190226,192.0,69216
18512,2372,20190226,192.0,78176
18512,2388,20190226,192.0,78176
18512,2232,20190226,192.0,72.8
18512,2160,20190226,160.0,87136
18512,8452,20190226,96.0,36.96
18512,9824,20190226,96.0,75936
